Numer_wyprawy,MEMBID,MYEAR,FNAME,LNAME
MANA91104,1,1991,Albert,Brugger
MANA91104,2,1991,Gregor,Demetz
MANA91104,3,1991,Pavel,Dolecek
MANA91104,4,1991,Karl,Grossrubatscher
MANA91104,5,1991,Johann (Hans),Kammerlander
MANA91104,6,1991,Roland,Losso
MANA91104,7,1991,Gottfried (Friedl),Mutschlechner
MANA91104,8,1991,Johann (Hans),Mutschlechner
MANA91104,9,1991,Stefan,Plangger
MANA91104,10,1991,Christian,Rier
MANA91104,11,1991,Erich,Seeber
MANA91104,12,1991,Werner,Tinkhauser
MANA91301,1,1991,Jordi,Bayona Silva
MANA91301,2,1991,Joan,Belmonte Blanch
MANA91301,3,1991,Antoni,Llasera Parera
MANA91301,4,1991,Xavier,Mickelena
MANA91301,5,1991,Frederic,Puig Soler
MANA91301,6,1991,Jordi,Sunyer Olle
MANA91301,7,1991,Joan,Vila Noguera
MANA91302,1,1991,Abele,Blanc
MANA91302,2,1991,Calimero,Costadoni
MANA91302,3,1991,Oreste,Forno
MANA91302,4,1991,Fedrico,Gianola
MANA91302,5,1991,Carlo,Lucianaz
MANA91302,6,1991,Bruno,Pennati
MANA91302,7,1991,Giovanni,Riboni
MANA91302,8,1991,Luciano,Segatel
MANA91302,9,1991,Luca,Sesana
MANA91302,10,1991,Flavio,Spazzadeschi
MANA91303,1,1991,Craig,Dobkin
MANA91303,2,1991,Deborah (Deb),Eads
MANA91303,3,1991,Jim,Graham
MANA91303,4,1991,Mark,Kightlinger
MANA91303,5,1991,John,Owen
MANA91303,6,1991,Mark A.,Selland
MANA91303,7,1991,Austin,Weiss
MANA91304,1,1991,Eduard,Bohren
MANA91304,2,1991,Horst,Brantschen
MANA91304,3,1991,Fiammetta,Devecchi
MANA91304,4,1991,Mauro,Ferrari
MANA91304,5,1991,Fritz,Gertsch
MANA91304,6,1991,Viktor,Imboden
MANA91304,7,1991,Bruno,Jelk
MANA91304,8,1991,Markus,Koelliker
MANA91304,9,1991,Paul,Kolly
MANA91304,10,1991,Eduard,Kuonen
MANA91304,11,1991,Urs,Lauber
MANA91304,12,1991,Jean-Louis,Mazzone
MANA91304,13,1991,Michael,Murray
MANA91304,14,1991,Mario,Pellicciari
MANA91304,15,1991,Andreas,Perren
MANA91304,16,1991,Pius,Schnidrig
MANA91304,17,1991,Rudolf,Steindl
MANA91304,18,1991,Hans,Ziege
MANA92301,1,1992,Sung-Bog,Jang
MANA92301,2,1992,Chan-Ju,Jung
MANA92301,3,1992,Tae-Young,Kang
MANA92301,4,1992,Byung-Kyu,Kim
MANA92301,5,1992,Kyoung-Ja,Kim
MANA92301,6,1992,Sung-Lai,Lee
MANA92301,7,1992,Yong-Cheol,Lee
MANA92301,8,1992,Tae-Keun,Oh
MANA92301,9,1992,Dong-Ho,Park
MANA92301,10,1992,Tea-Kyu,Park
MANA92301,11,1992,Hyun-So,Byung
MANA92301,12,1992,Nawang Phurba,Sherpa
MANA92302,1,1992,Dennis,Brown
MANA92302,2,1992,David,Chase
MANA92302,3,1992,Michael,Galbraith
MANA92302,4,1992,John Bruce,Knight
MANA92302,5,1992,Geoffrey (Geoff),Powter
MANA92302,6,1992,Peter,Tucker
MANA92303,1,1992,Marco,Bianchi
MANA92303,2,1992,Mario,Corradini
MANA92303,3,1992,Borislav Mihaylov,Dimitrov
MANA92303,4,1992,Iordanka Ivanova,Dimitrova
MANA92303,5,1992,Sylwia,Dmowska
MANA92303,6,1992,Christian,Kuntner
MANA92303,7,1992,Krysztof,Pankiewicz
MANA92303,8,1992,Giorgio,Passino
MANA92303,9,1992,Mariusz,Sprutta
MANA92303,10,1992,Barbara,Stocka
MANA92303,11,1992,Sven,Vermeiren
MANA92303,12,1992,Krzysztof,Wielicki
MANA93101,1,1993,Josef (Sepp),Brunner
MANA93101,2,1993,Ruth,Canal
MANA93101,3,1993,Gerhard,Flossmann
MANA93101,4,1993,Arthur,Haid
MANA93101,5,1993,Ferdinand,Heinsch
MANA93101,6,1993,Josef H. (Sepp),Hinding
MANA93101,7,1993,Michael,Leuprecht
MANA93101,8,1993,Martin,Wolf
MANA93301,1,1993,Josef,Daxlberger
MANA93301,2,1993,Christian,Gruber
MANA93301,3,1993,Harald,Kaiser
MANA93301,4,1993,Lorenz,Kronast
MANA93301,5,1993,Heinz,Schauer
MANA93301,6,1993,Detlef,Schultz
MANA93302,1,1993,Otto,Cudrich
MANA93302,2,1993,Waldemar,Engel
MANA93302,3,1993,Hubert,Fritzenwallner
MANA93302,4,1993,Josef (Sepp),Inhoeger
MANA93302,5,1993,Klaus,Karlstaetter
MANA93302,6,1993,Hans,Krimpelstaetter
MANA93302,7,1993,Martin,Mayerhofer
MANA93302,8,1993,Harry,Nikol
MANA93302,9,1993,Walter,Oelschuetzer
MANA93302,10,1993,Walter,Pfeffer
MANA93303,1,1993,Igor,Bekrin
MANA93303,2,1993,Alexander,Bichenko
MANA93303,3,1993,Boris,Chadzin
MANA93303,4,1993,Ekaterina,Ivanova
MANA93303,5,1993,Sergei,Jadrychnikov
MANA93303,6,1993,Valeri,Karpenko
MANA93303,7,1993,Igor,Khmiliar
MANA93303,8,1993,Vladimir,Lopatnikov
MANA93304,1,1993,Claudio,Bellassio
MANA93304,2,1993,Giovanni,Caronti
MANA93304,3,1993,Piero,Gilodi
MANA93304,4,1993,Walter,Grober
MANA93304,5,1993,Michele,Melacarne
MANA93304,6,1993,Sergio,Minoggio
MANA93304,7,1993,Silvio,Mondinelli
MANA93304,8,1993,Martino,Moretti
MANA93304,9,1993,Paolo,Paglino
MANA93304,10,1993,Antonio,Prestini
MANA93304,11,1993,Alberto,Zucchetti
MANA94301,1,1994,Alfons J. (Fons),Driessen
MANA94301,2,1994,Andre,Georges
MANA94301,3,1994,Chantal,Mauduit
MANA94301,4,1994,Roland,Neff
MANA94301,5,1994,Armand,Salamin
MANA94301,6,1994,Frederic Robert Albert,Turrettini
MANA95101,1,1995,Joerg,Bartock
MANA95101,2,1995,Mario,Bronschein
MANA95101,3,1995,Franz,Felsner
MANA95101,4,1995,Holger,Kloss
MANA95101,5,1995,Volker,Liebold
MANA95101,6,1995,Hartmuth,Petter
MANA95101,7,1995,Michael,Schilling
MANA95101,8,1995,Joerg,Starke
MANA95101,9,1995,Steffen,Thomas
MANA95101,10,1995,Olaf,Zachrau
MANA95101,11,1995,Michael,Zunk
MANA95301,1,1995,Hiroshi,Hori
MANA95301,2,1995,Ken,Kanazawa
MANA95301,3,1995,Satoshi,Kimoto
MANA95301,4,1995,Toichiro,Mitani
MANA95301,5,1995,Masaki,Mitsunaga
MANA95301,6,1995,Tamotsu,Ohnishi
MANA95301,7,1995,Junichi,Shiota
MANA95301,8,1995,Mamoru,Taniguchi
MANA95401,1,1995,Alexander,Baimakhanov
MANA95401,2,1995,Anatoli,Boukreev
MANA95401,3,1995,Shafkhat,Gataoulin
MANA95401,4,1995,Valentin,Makarov
MANA95401,5,1995,Oleg,Malikov
MANA95401,6,1995,Mikhail,Mikhailov
MANA95401,7,1995,Yuri,Moiseev
MANA95401,8,1995,Dmitri,Mouravev
MANA95401,9,1995,Dmitri,Sobolev
MANA95401,10,1995,Vladimir,Souviga
MANA95401,11,1995,Zaira,Syzdykova
MANA95401,12,1995,Kazbek Shakimovich,Valiev
MANA95401,13,1995,Dmitri,Grekov
MANA96101,1,1996,Alfredo,Carsolio Larrea
MANA96101,2,1996,Carlos Miguel,Carsolio Larrea
MANA96101,3,1996,Raul,Carsolio Larrea
MANA96101,4,1996,Scott C.,Darsney
MANA96101,5,1996,Eero Veikka Juhani,Gustafsson
MANA96101,6,1996,Edmund Karl (Ed),Viesturs
MANA96102,1,1996,"Akebu (Akbu, Akbulnut)",
MANA96102,2,1996,Dachung (Daqiong),
MANA96102,3,1996,Gyalbu (Jiabu),
MANA96102,4,1996,"Lhotse (Luoze, Lodue)",
MANA96102,5,1996,Lossang Yonden,
MANA96102,6,1996,Sa,Mu
MANA96102,7,1996,Pemba Tashi (Bianba Zhaxi),
MANA96102,8,1996,Ren Na,
MANA96102,9,1996,Samdrup (Samdruk),
MANA96102,10,1996,Tsering Dorje (Cerin Duoji),
MANA96102,11,1996,Wangyal (Wangjia),
MANA96103,1,1996,Reinhard,Buescher
MANA96103,2,1996,Johannes,Carstensen
MANA96103,3,1996,Petra,Carstensen
MANA96103,4,1996,Guenter,Kuesching
MANA96103,5,1996,Walter,Kubitschke
MANA96103,6,1996,Helmut,Mueller
MANA96103,7,1996,Heiko,Peters
MANA96103,8,1996,Rodja Lars,Ratteit
MANA96103,9,1996,Mathias,Rau
MANA96103,10,1996,Matthias,Respondek
MANA96103,11,1996,Ernst,Schwarzenlander
MANA96103,12,1996,Josef (Sepp),Wangeler
MANA96104,1,1996,Chantal,Mauduit
MANA96301,1,1996,Hiroaki,Arikawa
MANA96301,2,1996,Masahiko,Mimura
MANA96301,3,1996,Toshiyasu,Sugiyama
MANA96301,4,1996,Tomiyasu,Ishikawa
MANA96301,5,1996,Masatsugu,Konishi
MANA96301,6,1996,Nima Dorje (Dorje),Sherpa
MANA96301,7,1996,Chhiring Dorje,Sherpa
MANA96301,8,1996,Pemba Tshering,Sherpa
MANA96301,9,1996,Dhanjit (Kancha),Tamang
MANA96302,1,1996,Masaaki,Hoshi
MANA96302,2,1996,Kentaro,Ishikawa
MANA96302,3,1996,Takao,Miyashita
MANA96302,4,1996,Tsuyoshi,Oizumi
MANA96302,5,1996,Hisao,Onami
MANA96302,6,1996,Daisuke,Sasaki
MANA96303,1,1996,Renzo,Benedetti
MANA96303,2,1996,Abele,Blanc
MANA96303,3,1996,Marco,Camandona
MANA96303,4,1996,Luca,Campagna
MANA96303,5,1996,Alberto,Carral
MANA96303,6,1996,Adriano,Favre
MANA96303,7,1996,Sergio,Martini
MANA96303,8,1996,Paolo,Obert
MANA96303,9,1996,Claudio,Rosset
MANA96304,1,1996,Kyung-Gi,Cho
MANA96304,2,1996,Hong,Jeon
MANA96304,3,1996,In-Hyeon,Kim
MANA96304,4,1996,Jin-Sung,Kim
MANA96304,5,1996,Geo-Chong,Lee
MANA96304,6,1996,Jong-Woo,Park
MANA96304,7,1996,Hong-Gil,Um
MANA96304,8,1996,Ngati,Sherpa
MANA96305,1,1996,Stanislav,Berkovec
MANA96305,2,1996,Josef,Kubicek
MANA96305,3,1996,Marek,Nadenik
MANA96305,4,1996,Ludek,Ondrej
MANA96305,5,1996,Josef,Simunek
MANA96305,6,1996,Petr,Skrivanek
MANA96305,7,1996,Roman,Vrbka
MANA96306,1,1996,Peter Nathan,Cox
MANA96306,2,1996,Mark Cearic Kenneth,Hamilton
MANA96306,3,1996,John Philip,Mudway
MANA96306,4,1996,Christopher John,Smith
MANA96306,5,1996,Paul Brian,Vardon
MANA96306,6,1996,Jonathan S.,Wakefield
MANA96306,7,1996,Glenn Richard,Wilks
MANA96306,8,1996,John,Wright
MANA96307,1,1996,Jacques,Campmany Bond
MANA96307,2,1996,Frederique,Delrieu
MANA96307,3,1996,Christophe,Jond
MANA96307,4,1996,Claude,Joram
MANA96307,5,1996,Alain,Marot
MANA96307,6,1996,Christian,Peronne
MANA96307,7,1996,Isabel,Roge Tartarini
MANA96307,8,1996,Berenguer,Sabadell
MANA96307,9,1996,Jean Pierre,Solere
MANA96307,10,1996,Jacques,Vannereau
MANA97301,1,1997,Ruedi,Berlinger
MANA97301,2,1997,Johann Ulrich,Jenny
MANA97301,3,1997,Helmut,Kindle
MANA97301,4,1997,Klaus-Peter,Klein
MANA97301,5,1997,Karl Robert (Kari),Kobler
MANA97301,6,1997,Mario,Kofler
MANA97301,7,1997,Patrick (Pat),Nussbaumer
MANA97301,8,1997,Renate,Schmid
MANA97301,9,1997,Urban Anton,Troxler
MANA97301,10,1997,Edgar Ivan,Vallejo Ricaurte
MANA97301,11,1997,Eduard,Zgraggen
MANA97301,12,1997,Santa Bahadur,Gurung
MANA97301,13,1997,Nima,Tamang
MANA97302,1,1997,Hirofumi,Konishi
MANA97302,2,1997,Masayoshi,Yamamoto
MANA97303,1,1997,Akiyuki,Harada
MANA97303,2,1997,Manabu,Hirose
MANA97303,3,1997,Yoshinobu,Kato
MANA97303,4,1997,Toichiro,Mitani
MANA97303,5,1997,Yuichi,Seki
MANA97303,6,1997,Kazuhiro,Takahashi
MANA97303,7,1997,Tadaaki,Toyoshima
MANA97303,8,1997,Atsushi,Yamamoto
MANA97303,9,1997,Pertemba,Sherpa
MANA97303,10,1997,Dawa Nuru (Danuru),Sherpa
MANA97303,11,1997,Phura Chhiri (Phurba Chhiri),Sherpa
MANA97304,1,1997,Wataru,Atsuta
MANA97304,2,1997,Shogo,Kada
MANA97304,3,1997,Yoshinori,Nakajima
MANA97304,4,1997,Kaneo,Nakamura
MANA97304,5,1997,Tatsuhko,Wakebe
MANA97305,1,1997,Charles Ely (Charley),Mace
MANA97305,2,1997,Alan,McPherson
MANA97306,1,1997,Jose Ignacio,Fernandez
MANA97306,2,1997,Jose Ramon (Koke),Lasa Berasategui
MANA97306,3,1997,Juan Eusebio (Juanito),Oiarzabal Urteaga
MANA97306,4,1997,Inaki,Querejeta Koskorrotz
MANA97307,1,1997,Marian,Cerveinka
MANA97307,2,1997,Anton,Hanysin
MANA97307,3,1997,Martin,Jakubik
MANA97307,4,1997,Juraj,Kardhordo
MANA97307,5,1997,Karol,Juricek
MANA97307,6,1997,Bohumir,Kosmak
MANA97307,7,1997,Miroslav,Rybansky
MANA97307,8,1997,Peter,Sperka
MANA97307,9,1997,Milan,Suna
MANA97307,10,1997,Vladimir (Vlado),Tatarka
MANA97307,11,1997,Eva,Truchlikova
MANA97308,1,1997,Guenter,Ettinger
MANA97308,2,1997,Thomas,Fuchs
MANA97308,3,1997,Hartmut (Harti),Gfoellner
MANA97308,4,1997,Gerhard,Goldnagl
MANA97308,5,1997,Hannes,Helml
MANA97308,6,1997,Josef,Helml
MANA97308,7,1997,Christoph,Hoebenreich
MANA97308,8,1997,Rudolf,Ippisch
MANA97308,9,1997,Michael,Kueng
MANA97308,10,1997,Markus,Raich
MANA97308,11,1997,Georg,Stadler
MANA97403,1,1997,Jesus Maria (Josu),Bereziartua Etxaniz
MANA97403,2,1997,Alberto,Inurrategi Iriarte
MANA97403,3,1997,Felix,Inurrategi Iriarte
MANA97403,4,1997,Manuel (Manolo),Rojo
MANA97401,1,1997,Wang-Yong,Han
MANA97401,2,1997,Yong-Kwon,Jung
MANA97401,3,1997,Seong-Gyu,Kang
MANA97401,4,1997,Hyung-Woo,Kim
MANA97401,5,1997,Young-Seok,Park
MANA97401,6,1997,Gia,Tortladze
MANA97401,7,1997,Suk-Jae,Yoo
MANA97402,1,1997,Jesus,Martinez Novas
MANA97402,2,1997,Jose Antonio (Toni),Martinez Novas
MANA97402,3,1997,Alejandro,Rocha Puga
MANN83101,1,1983,Ian Edward (Ted),Atkins
MANN83101,2,1983,Doug,Borthwick
MANN83101,3,1983,Rod,Fountain
MANN83101,4,1983,Jerry M. O.,Gore
MANN83101,5,1983,Charles W.,Hattersley
MANN83101,6,1983,Keith E.,Hunter
MANN83101,7,1983,G. Douglas B.,Keelan
MANN83101,8,1983,Stephen John (Steve),Last
MANN83101,9,1983,Alastair R. O.,Miller
MANN83101,10,1983,T. G. (Terry),Moore
MANN83101,11,1983,Patrick H. (Pat),Parsons
MANN83101,12,1983,Jamie,Weyndling
MANN84301,1,1984,Alfred,Boesl
MANN84301,2,1984,Alfons,Hagn
MANN84301,3,1984,Gerhild,Kurze
MANN84301,4,1984,Friedrich (Fritz),Mross
MANN84301,5,1984,Peter,Poebing
MANN84301,6,1984,Walter,Roppert
MANN84301,7,1984,Friedrich,Schiefer
MANN84301,8,1984,Ingeborg,Schneiberg
MANN84301,9,1984,Peter,Schneiberg
MANN84301,10,1984,Marlene,Seppi
MANN84301,11,1984,Werner,Sopka
MANN84301,12,1984,Klaus,Wanger
MANN84301,13,1984,Antonius,Weil
MANN85301,1,1985,Robert,Bischoff
MANN85301,2,1985,Anton,Doellerl
MANN85301,3,1985,Gerenika,Fuchs
MANN85301,4,1985,Walter,Fuchs
MANN85301,5,1985,Franz,Glojer
MANN85301,6,1985,Juergen,Karlhofer
MANN85301,7,1985,Michaele,Karlhofer
MANN85301,8,1985,Heinz,Koerner
MANN85301,9,1985,Edith,Krone
MANN85301,10,1985,Herbert,Krone
MANN85301,11,1985,Thomas,Raff
MANN85301,12,1985,Gerhard,Schwegler
MANN85301,13,1985,Ang Pasang,Sherpa
MANN85301,14,1985,Phurba,Sherpa
MANN85301,15,1985,Helga,Stuebel
MANN85301,16,1985,Angelika (Angela),Zintl
MANN85301,17,1985,Friedrich (Fritz),Zintl
MANN85301,18,1985,Eduard,Zoetsch
MANN93301,1,1993,Jean-Claude,Boyer
MANN93301,2,1993,Laurent-Maurice,Jacquet
MANN93301,3,1993,Chantal,Loudet
MANN93301,4,1993,Gerard,Loudet
MANN93301,5,1993,Michel,Richard
MARD80301,1,1980,Brian,Wood
MANN92302,1,1992,Serge,Chevillon
MANN92302,2,1992,Christian,Coureau
MANN92302,3,1992,Raphael,Czerucki
MANN92302,4,1992,Josette,Dagand
MANN92302,5,1992,Michel,Delorme
MANN92302,6,1992,Titus,Dumas
MANN92302,7,1992,Dominique,Louande
MANN92302,8,1992,Chantal,Quennesson
MANN92302,9,1992,Claude,Rey
TAKP63301,1,1963,Hisao,Ando
TAKP63301,2,1963,Ryuji,Miyaji
TAKP63301,3,1963,Teiichi,Endo
TAKP63301,4,1963,Masato,Hashimoto
TAKP63301,5,1963,Okitsugu,Watanabe
TAKP63301,6,1963,Fumakira,Onodo
NAMP72101,1,1972,Seigo,Matsushima
NAMP72101,2,1972,Takuro,Komiyama
NAMP72101,3,1972,Fukutoshi,Kimura
NAMP72101,4,1972,Itaru,Sawada
NAMP72101,5,1972,Susumu,Takahashi
NAMP79101,1,1979,Susan X.,Billings
NAMP79101,2,1979,Nancy Farnesworth,Neiley
NAMP79101,3,1979,William A. (Bill),Roos
NAMP79101,4,1979,Jerry,Sibley
NAMP79101,5,1979,Paul,Sibley
NAMP79101,6,1979,Alan,Sudweeks
NAMP79101,7,1979,Charles (Chuck),Tolton
NAMP79101,8,1979,Mark Emery,Udall
NAMP79101,9,1979,Matthew (Matt),Wells
NAMP96301,1,1996,Matija (Matic),Jost
NAMP96301,2,1996,Peter,Meznar
NAMP96301,3,1996,Roman,Robas
JETH72301,1,1972,Yasuo,Ohsumi
JETH72301,2,1972,Naoharu,Takeyama
JETH72301,3,1972,Tatsuo,Sweda
JETH72301,4,1972,Takashi,Ito
JETH72301,5,1972,Yuichi,Furuse
JETH72301,6,1972,Seizo,Hotta
JETH72301,7,1972,Shigeo,Yamagata
NEMJ63101,1,1963,Hisachika,Zengyo
NEMJ63101,2,1963,Eiji,Koyoma
NEMJ63101,3,1963,Masato,Chuma
NEMJ63101,4,1963,Tetsji,Mita
NEMJ63101,5,1963,Hiroyori,Soga
NEMJ63101,6,1963,Tsuguteru,Hashimoto
NEMJ63101,7,1963,Kinichi,Tsuda
NEMJ64301,1,1964,Jan,Boon
NEMJ64301,2,1964,Alfons J. (Fons),Driessen
NEMJ64301,3,1964,Jan Gerard,De Lint
NEMJ64301,4,1964,Hubert,Schriebl
NEMJ64301,5,1964,Florentin Charles,Dufour
NEMJ82101,1,1982,Makoto,Akashi
NEMJ82101,2,1982,Hiroshi,Hori
NEMJ82101,3,1982,Tamotsu,Kobayashi
NEMJ82101,4,1982,Mitsutaka,Kudo
NEMJ82101,5,1982,Junji,Kurotaki
NEMJ82101,6,1982,Yutaka,Noto
NEMJ82101,7,1982,Wataru,Saito
NEMJ82101,8,1982,Masatoshi,Sato
NEMJ82101,9,1982,Takayoshi,Sato
NEMJ82101,10,1982,Zenzo,Shikanai
NEMJ83101,1,1983,Yukitoshi,Endo
NEMJ83101,2,1983,Yutaka,Furutama
NEMJ83101,3,1983,Nobuyuki,Furuya
NEMJ83101,4,1983,Mouro,Inomato
NEMJ83101,5,1983,Kazuhiko,Izumi
NEMJ83101,6,1983,Yasutaka,Kanomori
NEMJ83101,7,1983,Yujiro,Kosaka
NEMJ83101,8,1983,Kenji,Misaki
NEMJ83101,9,1983,Yoshimichi,Momma
NEMJ83101,10,1983,Koichi,Otomo
NEMJ83101,11,1983,Osamu,Sato
NEMJ83101,12,1983,Takeshi,Sato
NEMJ83101,13,1983,Hiroshi,Takahashi
NEMJ83101,14,1983,Yukitaka,Yoshida
NEMJ83101,15,1983,Teizo,Yoshino
NEMJ83101,16,1983,Pasang Temba,Sherpa
NEMJ83101,17,1983,Nuru Zambu,Sherpa
NEMJ83101,18,1983,Mingma Norbu,Sherpa
NEMJ83301,1,1983,Hiroshi,Hori
NEMJ83301,2,1983,Junji,Kurotaki
NEMJ83301,3,1983,Makito,Minami
NEMJ83301,4,1983,Takashi,Nishioka
NEMJ83301,5,1983,Wataru,Saito
NEMJ83301,6,1983,Ken,Takahashi
NEMJ83301,7,1983,Kirki Lama,Sherpa
NEMJ84401,1,1984,Seiichi,Egashira
NEMJ84401,2,1984,Eiji,Hata
NEMJ84401,3,1984,Osamu,Hirata
NEMJ84401,4,1984,Yoshito,Ikeda
NEMJ84401,5,1984,Yoshifumi,Jinnai
NEMJ84401,6,1984,Masakatsu,Kabashima
NEMJ84401,7,1984,Iwao,Maeda
NEMJ84401,8,1984,Shuzo,Shigemori
NEMJ84401,9,1984,Yasuhiro,Yamashita
NEMJ87101,1,1987,Kirk Douglas,Bachman
NEMJ87101,2,1987,Robert,Rosso
NEMJ87101,3,1987,R. Kevin,Swigert
NEMJ87101,4,1987,Stephen,Tenney
NEMJ88401,1,1988,Hiroyuki,Baba
NEMJ88401,2,1988,Seiichi,Egashira
NEMJ88401,3,1988,Masahiro,Kasugai
NEMJ88401,4,1988,Yoshida,Kazumi
NEMJ88401,5,1988,Hideo,Koike
NEMJ88401,6,1988,Shoichi,Nakayama
NEMJ88401,7,1988,Shuzo,Shigemori
NEMJ88401,8,1988,Masatomo,Tsuru
NEMJ88401,9,1988,Moti Lal,Gurung
NEMJ88401,10,1988,Nawang Thile (Pemba Dorje),Sherpa
NEMJ91401,1,1991,Roger Anthony,Chippendale
NEMJ91401,2,1991,Richard,Emerson
NEMJ91401,3,1991,David,Etherington
NEMJ91401,4,1991,William Berwyn,Evans
NEMJ91401,5,1991,Daniel (Peter),Smith
NEMJ91401,6,1991,Adrian,Walker
NEMJ92301,1,1992,David Gordon,Burgess
NEMJ92301,2,1992,Michael,Hudd
NEMJ92301,3,1992,Peter John,Hudd
NEMJ92301,4,1992,Brian John,Ottewell
NEMJ92301,5,1992,David,Ottewell
NEMJ92301,6,1992,David John,Wharton
NEMJ94301,1,1994,Raymond,Harris
NEMJ94301,2,1994,Peter John,Hudd
NEMJ94301,3,1994,David,McCarthy
NEMJ94301,4,1994,Brian John,Ottewell
NEMJ97101,1,1997,Pascale,Bessiere
NEMJ97101,2,1997,Jerome,Biju-Duval
NEMJ97101,3,1997,Jean-Paul,Bouquier
NEMJ97101,4,1997,Alain,Coiffard
NEMJ97101,5,1997,Gerard,Creton
NEMJ97101,6,1997,Stephane,Guillot
NEMJ97101,7,1997,Patrick,Le Fort
NEMJ97101,8,1997,Bernard,Pegourie
NEMJ97101,9,1997,Fabrice,Pintonato
NEPA86301,1,1986,Arnaud,Ansart
NEPA86301,2,1986,Rassat,Ansart
NEPA86301,3,1986,Denise,Hembise
NEPA86301,4,1986,Dominique,Hembise
NEPA86301,5,1986,Samyr,Lazizi
NEPA86301,6,1986,Francois,Tanery
NEPA86301,7,1986,Chowang Rinzi,Sherpa
NEPA86301,8,1986,Lhakpa,Sherpa
NEPA86301,9,1986,Jambia,Sherpa
NGO287301,1,1987,Edin,Alikalfic
NGO287301,2,1987,Zdenko,Anic
NGO287301,3,1987,Mario,Bago
NGO287301,4,1987,Darko,Berljak
NGO287301,5,1987,Nives,Borsic
NGO287301,6,1987,Davor,Butkovic
NGO287301,7,1987,Zeljko,Gobec
NGO287301,8,1987,Jerko,Kirigin
NGO287301,9,1987,Boris,Kovacevic
NGO287301,10,1987,Branko,Ognancevic
NGO287301,11,1987,Branko,Puzak
NGO287301,12,1987,Mario,Rodes
NGO287301,13,1987,Branko,Separovic
NGOJ82301,1,1982,Daniel,Bogaert
NGOJ82301,2,1982,Pierre,Chapelle
NGOJ82301,3,1982,Guy,Cousteix
NGOJ82301,4,1982,Bertrand,Delafosse
NGOJ82301,5,1982,Roland,Favre
NGOJ82301,6,1982,Philippe,Michaud
NGOJ82302,1,1982,Soon-Hyoung,Hong
NGOJ82302,2,1982,Tae-Seok,Kim
NGOJ82302,3,1982,Young-Han,Kim
NGOJ82302,4,1982,Young-Hwan,Kim
NGOJ82302,5,1982,Heup-Woo,Lee
NGOJ82302,6,1982,Sam-Gyun,Lim
NGOJ82302,7,1982,Chan-Bok,Park
NGOJ82302,8,1982,Dong-Gyu,Park
NGOJ82302,9,1982,Jeong-Du,Seo
NGOJ82302,10,1982,Haw-Seok,Yang
NGOJ82302,11,1982,Deong-Jung,Yoon
NGOJ82302,12,1982,Dorje,Sherpa
NGOJ82302,13,1982,Ang Tshering,Sherpa
NGOJ85101,1,1985,Mark Alan,Richey
NGOJ85101,2,1985,Richard French (Rick),Wilcox
NGOJ87401,1,1987,Sang-Hyun,Choi
NGOJ87401,2,1987,Mi-Ho,Chol
NGOJ87401,3,1987,Jin-Yang,Chung
NGOJ87401,4,1987,Chang-Ho,Lee
NGOJ87401,5,1987,Hee-Bong,Lee
NGOJ87401,6,1987,Yong-Won,Lee
NGOJ87401,7,1987,Pyoung-Man,Lim
NGOJ87401,8,1987,Kwang-Yeul,Yu
NGOJ87401,9,1987,Seok-Young,Yun
NGOJ87401,10,1987,Chul-Ho,Yung
NILC79101,1,1979,Masaki,Aoki
NILC79101,2,1979,Toshiro,Hamada
NILC79101,3,1979,Toru,Itano
NILC79101,4,1979,Kohichi,Sakata
NILC79101,5,1979,Yasuo,Tsuda
NILC79101,6,1979,Junichi,Yuyama
NILC79301,1,1979,Tetsuo,Goshima
NILC79301,2,1979,Shinichi,Goto
NILC79301,3,1979,Yoshiaki,Izutsu
NILC79301,4,1979,Yoshikazu,Kozuki
NILC79301,5,1979,Kaneyoshi,Kuchimoto
NILC79301,6,1979,Tatsuo,Nishimoto
NILC79301,7,1979,Tsutomu,Nishimura
NILC79301,8,1979,Mitsuhiko,Toji
NILC79301,9,1979,Syuzo,Tsubota
NILC79301,10,1979,Hijime,Kawasaki
NILC79301,11,1979,Fumio,Sakai
NILC79301,12,1979,Yoshihiro,Segawa
NILC82101,1,1982,Ki-Heyg,Kim
NILC82101,2,1982,Byung-Gil,Lim
NILC82101,3,1982,Sang-Don,Shim
NILC82101,4,1982,Ang Tshering,Sherpa
NILC82101,5,1982,Dorje,Sherpa
NILN79301,1,1979,Kenzo,Ishikawa
NILN79301,2,1979,Noboyuki,Takeda
NILN80301,1,1980,In-Hwan,Oh
NILN80301,2,1980,So-Sup,Kim
NILN80301,3,1980,Young-Tae,Lee
NILN81101,1,1981,Takeshi,Hayashida
NILN81101,2,1981,Etsuro,Hino
NILN81101,3,1981,Takayoshi,Kawada
NILN81101,4,1981,Toyofumi,Miyazaki
NILN81101,5,1981,Koji,Murakami
NILN81101,6,1981,Tokiyoshi,Nakata
NILN81101,7,1981,Taeko,Noda
NILN81101,8,1981,Nobuo,Shiraishi
NILN81101,9,1981,Kaoru,Takao
NILN81101,10,1981,Tateo,Yamashita
NILN81301,1,1981,Yannick,Delu
NILN81301,2,1981,Richard,Lassaigne
NILN81301,3,1981,Bernard,Moreau
NILN81301,4,1981,Francoise,Moreau
NILN81301,5,1981,Christian,Nuytten
NILN81301,6,1981,Anne Catherine,Pernot
